Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
8970,918,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,86576,31.48,M,TYPE A,SC,PUNE,NA,NA,46.67,LSCH,3937,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8971,919,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,77408,38.73,M,TYPE A,SC,SHIVAJI,NA,NA,66,LSCO,3937,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8972,920,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,40842,62.37,M,TYPE A,NT-C,PUNE,NA,NA,74.67,LSTH,3937,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8973,921,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,61503,49.12,M,TYPE A,SC,NORTH MAHARASHTRA,NA,DEF1,71,LSTO,3937,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8974,922,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,89270,28.73,M,TYPE A,DT/VJ,PUNE,NA,NA,46.67,LVJH,3937,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8975,923,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,34738,66.81,M,TYPE A,OPEN,PUNE,NA,NA,73.33,PH1H,30000,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8976,924,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,35033,66.54,M,TYPE A,OPEN,PUNE,NA,NA,78.33,PH2H,62722,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8977,925,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,35590,66.14,M,TYPE A,OPEN,PUNE,NA,NA,77,PH3H,62722,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8978,926,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,36315,65.63,M,TYPE A,OPEN,PUNE,NA,NA,69.67,PHCH,62722,ROUND 2,NO,MACHANICAL  ENGINEERING,INDIAN
8979,927,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,26954,73.21,M,TYPE A,OPEN,PUNE,NA,NA,68.67,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8980,928,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,37250,64.93,M,TYPE A,OPEN,PUNE,NA,NA,73.33,GOPEN,0,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8981,929,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,39132,63.57,M,TYPE A,OPEN,PUNE,NA,NA,76.33,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8982,930,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,40130,62.9,M,TYPE A,OPEN,PUNE,NA,NA,58.33,GOPEN,16000,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8983,931,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,41329,62.02,M,TYPE A,OPEN,PUNE,NA,NA,60.67,GOPEN,20000,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8984,932,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,42765,61.03,M,TYPE A,OPEN,PUNE,NA,NA,61,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8985,933,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,44007,60.19,M,TYPE A,OPEN,PUNE,NA,NA,58.83,GOPEN,20000,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8986,934,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,45686,59.07,M,TYPE A,OPEN,PUNE,NA,NA,61.67,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8987,935,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,47702,57.7,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,77.5,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8988,936,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,47895,57.55,M,TYPE A,OPEN,SOLAPUR,NA,NA,60,GOPEN,10000,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8989,937,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,480881,57.44,M,TYPE A,OPEN,S.R.T.M.U.,NA,NA,62.5,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8990,938,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,49158,56.73,M,TYPE A,OPEN,PUNE,NA,NA,62.83,GOPEN,52722,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8991,939,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,50602,55.78,M,TYPE A,OPEN,PUNE,NA,NA,68.67,GOPEN,20000,COUNSELING RPUND,NO,MACHANICAL  ENGINEERING,INDIAN
8992,940,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,39,55.36,M,TYPE A,OPEN,PUNE,NA,NA,69,ACAP,62722,INSTITUTE LEVEL,NO,MACHANICAL  ENGINEERING,INDIAN
8993,941,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,7,46.37,M,TYPE A,OPEN,OHU,NA,NA,71.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8994,942,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,8,67.03,M,TYPE A,OPEN,PUNE,NA,NA,65.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8995,943,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,9,42.68,M,TYPE A,OPEN,PUNE,NA,NA,60.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8996,944,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,11,53.42,M,TYPE A,OPEN,PUNE,NA,NA,54.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8997,945,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,16,54.77,M,TYPE A,OPEN,PUNE,NA,NA,70.33,IL,0,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8998,946,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,17,48.61,M,TYPE A,OPEN,PUNE,NA,NA,50.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
8999,947,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,20,38.62,M,TYPE A,OPEN,PUNE,NA,NA,53.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9000,948,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,25,57.95,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,64,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9001,949,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,28,51.86,M,TYPE A,OPEN,PUNE,NA,NA,62.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9002,950,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,29,33.35,M,TYPE A,OPEN,PUNE,NA,NA,52,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9003,951,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,30,43.34,M,TYPE A,OPEN,PUNE,NA,NA,58.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9004,952,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,34,54.36,M,TYPE A,OPEN,PUNE,NA,NA,66.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9005,953,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,35,39.34,M,TYPE A,OPEN,PUNE,NA,NA,51.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9006,954,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,36,38.4,M,TYPE A,OPEN,PUNE,NA,NA,62.33,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9007,955,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,37,51.92,M,OMS,OPEN,OHU,NA,NA,63,IL,0,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9008,956,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,38,54.6,M,TYPE A,OPEN,PUNE,NA,NA,73.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9009,957,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,40,52.26,M,TYPE A,OPEN,PUNE,NA,NA,65,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9010,958,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,41,42.37,M,TYPE A,OPEN,PUNE,NA,NA,56,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9011,959,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,42,33.12,M,TYPE A,OPEN,PUNE,NA,NA,55.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9012,960,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,44,50.56,M,TYPE A,OPEN,PUNE,NA,NA,65.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9013,961,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,46,32.05,M,TYPE A,OPEN,PUNE,NA,NA,60.17,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9014,962,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,48,43.97,M,TYPE A,OPEN,PUNE,NA,NA,59,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9015,963,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,54,33.05,M,TYPE A,OPEN,MUMBAI,NA,NA,54.67,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9016,964,PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,51,61.85,M,TYPE A,OPEN,PUNE,NA,NA,56.17,IL,62722,INSTITUTE LEVEL,NO,MECHANICAL  ENGINEERING,INDIAN
9018,1,"BVCE, KATRAJ",6285,73051,41.722,F,TYPE A,NT-B,PUNE,NA,NA,46,LNT1H ,0,ROUND 1,NO,COMPUTER,INDIAN
9019,2,"BVCE, KATRAJ",6285,42430,61.256,F,TYPE A,OBC,PUNE,NA,NA,58,LOBCH,0,ROUND 1,NO,COMPUTER,INDIAN
9020,3,"BVCE, KATRAJ",6285,46375,58.587,F,TYPE A,OBC,PUNE,NA,NA,83.67,LOBCH,45819,ROUND 1,NO,COMPUTER,INDIAN
9021,4,"BVCE, KATRAJ",6285,47179,58.051,F,TYPE A,OBC,PUNE,NA,NA,69.67,LOBCH,45819,ROUND 1,NO,COMPUTER,INDIAN
9022,5,"BVCE, KATRAJ",6285,23535,76,F,TYPE A,OPEN,PUNE,NA,NA,65,LOPENH,84000,ROUND 1,NO,COMPUTER,INDIAN
9023,6,"BVCE, KATRAJ",6285,29616,70.946,F,TYPE A,OPEN,PUNE,NA,NA,85.5,LOPENH,84000,ROUND 1,NO,COMPUTER,INDIAN
9024,7,"BVCE, KATRAJ",6285,31110,69.699,F,TYPE A,OPEN,PUNE,NA,NA,74.5,LOPENH,84000,ROUND 1,NO,COMPUTER,INDIAN
9025,8,"BVCE, KATRAJ",6285,31593,69.307,F,TYPE A,OPEN,PUNE,NA,NA,59.33,LOPENH,84000,ROUND 1,NO,COMPUTER,INDIAN
9026,9,"BVCE, KATRAJ",6285,24523,75.475,F,TYPE A,OPEN,SOLAPUR,NA,NA,67.67,LOPENO,84000,ROUND 1,NO,COMPUTER,INDIAN
9027,10,"BVCE, KATRAJ",6285,48626,57.093,F,TYPE A,SC,PUNE,NA,NA,54.67,LSCH,0,ROUND 1,NO,COMPUTER,INDIAN
9028,11,"BVCE, KATRAJ",6285,55739,52.596,F,TYPE A,SC,PUNE,NA,NA,70,LSCH,0,ROUND 1,NO,COMPUTER,INDIAN
9029,12,"BVCE, KATRAJ",6285,12856,160775,F,OMS,NA,OHU,NA,NA,88.67,AI,84000,ROUND 2,NO,COMPUTER,INDIAN
9030,13,"BVCE, KATRAJ",6285,15898,200871,F,OMS,NA,OHU,NA,NA,80,AI,46677,ROUND 2,NO,COMPUTER,INDIAN
9031,14,"BVCE, KATRAJ",6285,17075,216609,F,TYPE A,NT-D,S.R.T.M.U,NA,NA,47.67,AI,0,ROUND 2,NO,COMPUTER,INDIAN
9032,15,"BVCE, KATRAJ",6285,56579,52.063,F,TYPE A,OPEN,PUNE,NA,DEF1,76,DEFO,47177,ROUND 2,NO,COMPUTER,INDIAN
9033,16,"BVCE, KATRAJ",6285,59245,50.482,F,TYPE A,OPEN,SHIVAJI,NA,DEF2,65.67,DEFO,84000,ROUND 2,NO,COMPUTER,INDIAN
9034,17,"BVCE, KATRAJ",6285,48065,57.448,F,TYPE A,OBC,PUNE,NA,NA,71.33,LOBCH,45819,ROUND 2,NO,COMPUTER,INDIAN
9035,18,"BVCE, KATRAJ",6285,30563,70.16,F,TYPE A,OBC,AMRAVATI,NA,NA,67.33,LOBCH,45819,ROUND 2,NO,COMPUTER,INDIAN
9036,19,"BVCE, KATRAJ",6285,43868,60.284,F,TYPE A,OBC,S.R.T.M.U,NA,NA,56.33,LOBCH,45819,ROUND 2,NO,COMPUTER,INDIAN
9037,20,"BVCE, KATRAJ",6285,27521,72.734,F,TYPE A,OPEN,PUNE,NA,NA,71,LOPENH,0,ROUND 2,NO,COMPUTER,INDIAN
9038,21,"BVCE, KATRAJ",6285,32952,68.21,F,TYPE A,OPEN,PUNE,NA,NA,71.5,LOPENH,84000,ROUND 2,NO,COMPUTER,INDIAN
9039,22,"BVCE, KATRAJ",6285,33249,67.967,F,TYPE A,OPEN,PUNE,NA,NA,73.33,LOPENH,84000,ROUND 2,NO,COMPUTER,INDIAN
9040,23,"BVCE, KATRAJ",6285,33982,67.379,F,TYPE A,OPEN,PUNE,NA,NA,59,LOPENH,40177,ROUND 2,NO,COMPUTER,INDIAN
9041,24,"BVCE, KATRAJ",6285,36091,65.796,F,TYPE A,OPEN,PUNE,NA,NA,59.67,LOPENH,84000,ROUND 2,NO,COMPUTER,INDIAN
9042,25,"BVCE, KATRAJ",6285,26312,73.816,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,77.83,LOPENO,84000,ROUND 2,NO,COMPUTER,INDIAN
9043,26,"BVCE, KATRAJ",6285,54038,53.622,F,TYPE A,OBC,PUNE,NA,NA,77.33,LSCH,37177,ROUND 2,NO,COMPUTER,INDIAN
9044,27,"BVCE, KATRAJ",6285,54917,53.097,F,TYPE A,OBC,PUNE,NA,NA,49.17,LSCH,36677,ROUND 2,NO,COMPUTER,INDIAN
9045,28,"BVCE, KATRAJ",6285,47595,57.775,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,57.33,LSCO,45819,ROUND 2,NO,COMPUTER,INDIAN
9046,29,"BVCE, KATRAJ",6285,71226,42.926,F,TYPE A,SC,AMRAVATI,NA,NA,70,LSCO,0,ROUND 2,NO,COMPUTER,INDIAN
9047,30,"BVCE, KATRAJ",6285,60007,50.024,F,TYPE A,OBC,PUNE,NA,NA,71.67,LSTH,45819,ROUND 2,NO,COMPUTER,INDIAN
9048,31,"BVCE, KATRAJ",6285,80033,36.768,F,TYPE A,SBC,PUNE,NA,NA,48,LSTH,7637,ROUND 2,NO,COMPUTER,INDIAN
9049,32,"BVCE, KATRAJ",6285,71372,42.834,F,TYPE A,SC,AMRAVATI,NA,NA,62.5,LSTO,0,ROUND 2,NO,COMPUTER,INDIAN
9050,33,"BVCE, KATRAJ",6285,41943,61.617,F,TYPE A,OPEN,PUNE,NA,NA,51.67,PHCH,84000,ROUND 2,NO,COMPUTER,INDIAN
9051,34,"BVCE, KATRAJ",6285,43371,60.594,F,TYPE A,OPEN,PUNE,NA,NA,84.5,PHCH,84000,ROUND 2,NO,COMPUTER,INDIAN
9052,35,"BVCE, KATRAJ",6285,55623,52.642,F,TYPE A,OPEN,PUNE,NA,NA,69.83,GOPEN,81177,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9053,36,"BVCE, KATRAJ",6285,68035,45.028,F,TYPE A,OPEN,PUNE,NA,NA,62.17,GOPEN,81177,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9054,37,"BVCE, KATRAJ",6285,71539,42.703,F,TYPE A,OPEN,PUNE,NA,NA,62,GOPEN,0,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9055,38,"BVCE, KATRAJ",6285,72294,42.233,F,TYPE A,OPEN,PUNE,NA,NA,62.33,GOPEN,84000,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9056,39,"BVCE, KATRAJ",6285,79308,37.373,F,TYPE A,OPEN,PUNE,NA,NA,56.67,GOPEN,74000,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9057,40,"BVCE, KATRAJ",6285,81802,35.471,F,TYPE A,OPEN,PUNE,NA,NA,57.33,GOPEN,0,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9058,41,"BVCE, KATRAJ",6285,82152,35.231,F,TYPE A,OPEN,PUNE,NA,NA,55,GOPEN,81177,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9059,42,"BVCE, KATRAJ",6285,83651,34.076,F,TYPE A,OPEN,SHIVAJI,NA,NA,51.67,GOPEN,0,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9060,43,"BVCE, KATRAJ",6285,85714,32.178,F,TYPE A,OBC,PUNE,NA,NA,55,GOPEN,0,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9061,44,"BVCE, KATRAJ",6285,87483,30.503,F,TYPE A,OBC,PUNE,NA,NA,54.67,GOPEN,35819,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9062,45,"BVCE, KATRAJ",6285,88140,29.834,F,TYPE A,OPEN,PUNE,NA,NA,51,GOPEN,0,COUNSELING ROUND ,NO,COMPUTER,INDIAN
9063,46,"BVCE, KATRAJ",6285,2,67.914,F,TYPE A,OPEN,PUNE,NA,NA,68.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9064,47,"BVCE, KATRAJ",6285,5,59.184,F,TYPE A,OPEN,PUNE,NA,NA,67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9065,48,"BVCE, KATRAJ",6285,23,30.032,F,TYPE A,OPEN,AMRAVATI,NA,NA,61.83,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9066,49,"BVCE, KATRAJ",6285,27,80.06,F,OMS,OPEN,OHU,NA,NA,89.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9067,50,"BVCE, KATRAJ",6285,28,74.396,F,OMS,OPEN,OHU,NA,NA,74.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9068,51,"BVCE, KATRAJ",6285,33,71.507,F,OMS,OPEN,OHU,NA,NA,73.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9069,52,"BVCE, KATRAJ",6285,34,65.399,F,OMS,OPEN,OHU,NA,NA,70.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9070,53,"BVCE, KATRAJ",6285,38,57.705,F,OMS,OPEN,OHU,NA,NA,72.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9071,54,"BVCE, KATRAJ",6285,40,55.007,F,OMS,OPEN,OHU,NA,NA,74.33,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9072,55,"BVCE, KATRAJ",6285,41,53.657,F,OMS,OPEN,OHU,NA,NA,76.67,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9073,56,"BVCE, KATRAJ",6285,43,49.613,F,OMS,OPEN,OHU,NA,NA,54,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9074,57,"BVCE, KATRAJ",6285,53,18.86,F,OMS,OPEN,OHU,NA,NA,63,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
9075,58,"BVCE, KATRAJ",6285,171,232770,F,J&K,NA,OHU,NA,NA,89.33,JK,15000,J&K COUNSELING,NO,COMPUTER,J&K
9076,59,"BVCE, KATRAJ",6285,11545,88.429,F,TYPE A,OPEN,AMRAVATI,NA,NA,82,GOPENO,0,ROUND 1,NO,COMPUTER,INDIAN
9077,60,"BVCE, KATRAJ",6285,19349,80.482,F,TYPE A,OPEN,SOLAPUR,NA,NA,67,GOPENO,0,ROUND 1,NO,COMPUTER,INDIAN
9078,61,"BVCE, KATRAJ",6285,19605,80.215,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,70.17,GOPENO,0,ROUND 2,NO,COMPUTER,INDIAN
9079,62,"BVCE, KATRAJ",6285,25787,331858,F,OMS,NA,OHU,NA,NA,85,AI,84000,ROUND 1,NO,ENTC,INDIAN
1058,63,"BVCE, KATRAJ",6285,27634,354645,F,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,78,AI,84000,ROUND 1,NO,ENTC,INDIAN
1059,64,"BVCE, KATRAJ",6285,30855,394250,F,OMS,NA,OHU,NA,NA,81.67,AI,84000,ROUND 1,NO,ENTC,INDIAN
1060,65,"BVCE, KATRAJ",6285,36234,457735,F,TYPE A,OPEN,B.A.M.U,NA,NA,67.33,AI,67177,ROUND 1,NO,ENTC,INDIAN
1061,66,"BVCE, KATRAJ",6285,39996,501286,F,TYPE A,OPEN,MUMBAI,NA,NA,66,AI,0,ROUND 1,NO,ENTC,INDIAN
1062,67,"BVCE, KATRAJ",6285,40238,504039,F,TYPE C,OPEN,PUNE,NA,NA,76,AI,84000,ROUND 1,NO,ENTC,INDIAN
1063,68,"BVCE, KATRAJ",6285,55643,52.637,F,TYPE C,OPEN,PUNE,NA,DEF3,68.67,DEFO,84000,ROUND 1,NO,ENTC,INDIAN
1064,69,"BVCE, KATRAJ",6285,91938,25.527,F,TYPE A,OBC,PUNE,NA,DEF1,47.67,DEFO,45819,ROUND 1,NO,ENTC,INDIAN
1065,70,"BVCE, KATRAJ",6285,70638,43.281,F,TYPE A,OBC,MUMBAI,NA,NA,54.33,LOBCO,45819,ROUND 1,NO,ENTC,INDIAN
1066,71,"BVCE, KATRAJ",6285,76494,39.369,F,TYPE A,OBC,MUMBAI,NA,NA,60.33,LOBCO,45819,ROUND 1,NO,ENTC,INDIAN
1067,72,"BVCE, KATRAJ",6285,81537,35.63,F,TYPE A,OBC,MUMBAI,NA,NA,67.67,LOBCO,45819,ROUND 1,NO,ENTC,INDIAN
1068,73,"BVCE, KATRAJ",6285,92134,25.266,F,TYPE A,OBC,AMRAVATI,NA,NA,50.5,LOBCO,45819,ROUND 1,NO,ENTC,INDIAN
1069,74,"BVCE, KATRAJ",6285,37712,64.58,F,TYPE A,NT-C,PUNE,NA,NA,63.67,LOPENH,0,ROUND 1,NO,ENTC,INDIAN
1070,75,"BVCE, KATRAJ",6285,52453,54.605,F,TYPE A,NT-C,PUNE,NA,NA,72.67,LOPENH,0,ROUND 1,NO,ENTC,INDIAN
1071,76,"BVCE, KATRAJ",6285,60215,49.898,F,TYPE A,OPEN,PUNE,NA,NA,61.33,LOPENH,84000,ROUND 1,NO,ENTC,INDIAN
1072,77,"BVCE, KATRAJ",6285,61924,48.866,F,TYPE A,SC,PUNE,NA,NA,58.33,LOPENH,0,ROUND 1,NO,ENTC,INDIAN
1073,78,"BVCE, KATRAJ",6285,65715,46.479,F,TYPE A,OBC,PUNE,NA,NA,60,LOPENH,45819,ROUND 1,NO,ENTC,INDIAN
1074,79,"BVCE, KATRAJ",6285,67424,45.406,F,TYPE A,OPEN,PUNE,NA,NA,60,LOPENH,84000,ROUND 1,NO,ENTC,INDIAN
1075,80,"BVCE, KATRAJ",6285,78342,38.079,F,TYPE C,OPEN,PUNE,NA,NA,62,LOPENH,84000,ROUND 1,NO,ENTC,INDIAN
1076,81,"BVCE, KATRAJ",6285,55606,52.659,F,TYPE B,OPEN,NAGPUR,NA,NA,66.67,LOPENO,0,ROUND 1,NO,ENTC,INDIAN
1077,82,"BVCE, KATRAJ",6285,58732,50.776,F,TYPE A,OPEN,MUMBAI,NA,NA,67.67,LOPENO,84000,ROUND 1,NO,ENTC,INDIAN
1078,83,"BVCE, KATRAJ",6285,73212,41.63,F,TYPE A,SC,AMRAVATI,NA,NA,65.83,LSCO,0,ROUND 1,NO,ENTC,INDIAN
1079,84,"BVCE, KATRAJ",6285,81536,35.63,F,TYPE A,SC,S.R.T.M.U,NA,NA,67.67,LSCO,0,ROUND 1,NO,ENTC,INDIAN
1080,85,"BVCE, KATRAJ",6285,36825,463895,F,OMS,NA,OHU,NA,NA,64,AI,84000,ROUND 2,NO,ENTC,INDIAN
1081,86,"BVCE, KATRAJ",6285,52231,633964,F,TYPE A,OPEN,B.A.M.U,NA,NA,69.33,AI,84000,ROUND 2,NO,ENTC,INDIAN
1082,87,"BVCE, KATRAJ",6285,53502,647026,F,OMS,NA,OHU,NA,NA,74.33,AI,84000,ROUND 2,NO,ENTC,INDIAN
1083,88,"BVCE, KATRAJ",6285,54730,659801,F,TYPE A,OPEN,PUNE,NA,NA,70,AI,14177,ROUND 2,NO,ENTC,INDIAN
1084,89,"BVCE, KATRAJ",6285,57315,685976,F,TYPE A,OPEN,PUNE,NA,NA,73,AI,84000,ROUND 2,NO,ENTC,INDIAN
1085,90,"BVCE, KATRAJ",6285,68439,44.747,F,TYPE A,OPEN,PUNE,NA,NA,63.67,LOPENH,47177,ROUND 2,NO,ENTC,INDIAN
1086,91,"BVCE, KATRAJ",6285,73378,41.502,F,TYPE A,OPEN,PUNE,NA,NA,60.67,LOPENH,47177,ROUND 2,NO,ENTC,INDIAN
1087,92,"BVCE, KATRAJ",6285,80046,36.764,F,TYPE A,OBC,PUNE,NA,NA,47,LOPENH,45819,ROUND 2,NO,ENTC,INDIAN
1088,93,"BVCE, KATRAJ",6285,89682,28.255,F,TYPE A,OBC,PUNE,NA,NA,49,LOPENH,45819,ROUND 2,NO,ENTC,INDIAN
1089,94,"BVCE, KATRAJ",6285,92562,24.663,F,TYPE A,SC,S.R.T.M.U,NA,NA,56.17,LOPENH,0,ROUND 2,NO,ENTC,INDIAN
